code,region,name,exchange,type
000702,SZ,正虹科技,SZSE,stock
000703,SZ,恒逸石化,SZSE,stock
000705,SZ,浙江震元,SZSE,stock
000707,SZ,双环科技,SZSE,stock
000708,SZ,中信特钢,SZSE,stock
000709,SZ,河钢股份,SZSE,stock
000710,SZ,贝瑞基因,SZSE,stock
000711,SZ,ST京蓝,SZSE,stock
000712,SZ,锦龙股份,SZSE,stock
000713,SZ,国投丰乐,SZSE,stock
000715,SZ,中兴商业,SZSE,stock
000716,SZ,黑芝麻,SZSE,stock
000717,SZ,中南股份,SZSE,stock
000718,SZ,苏宁环球,SZSE,stock
000719,SZ,中原传媒,SZSE,stock
000720,SZ,新能泰山,SZSE,stock
000721,SZ,西安饮食,SZSE,stock
000722,SZ,湖南发展,SZSE,stock
000723,SZ,美锦能源,SZSE,stock
000725,SZ,京东方Ａ,SZSE,stock
000726,SZ,鲁泰Ａ,SZSE,stock
000727,SZ,冠捷科技,SZSE,stock
000728,SZ,国元证券,SZSE,stock
000729,SZ,燕京啤酒,SZSE,stock
000731,SZ,四川美丰,SZSE,stock
000733,SZ,振华科技,SZSE,stock
000735,SZ,罗牛山,SZSE,stock
000736,SZ,*ST中地,SZSE,stock
000737,SZ,北方铜业,SZSE,stock
000738,SZ,航发控制,SZSE,stock
000739,SZ,普洛药业,SZSE,stock
000750,SZ,国海证券,SZSE,stock
000751,SZ,锌业股份,SZSE,stock
000752,SZ,ST西发,SZSE,stock
000753,SZ,漳州发展,SZSE,stock
000755,SZ,山西高速,SZSE,stock
000756,SZ,新华制药,SZSE,stock
000757,SZ,浩物股份,SZSE,stock
000758,SZ,中色股份,SZSE,stock
000759,SZ,中百集团,SZSE,stock
000761,SZ,本钢板材,SZSE,stock
000762,SZ,西藏矿业,SZSE,stock
000766,SZ,通化金马,SZSE,stock
000767,SZ,晋控电力,SZSE,stock
000768,SZ,中航西飞,SZSE,stock
000776,SZ,广发证券,SZSE,stock
000777,SZ,中核科技,SZSE,stock
000778,SZ,新兴铸管,SZSE,stock
000779,SZ,甘咨询,SZSE,stock
000782,SZ,恒申新材,SZSE,stock
000783,SZ,长江证券,SZSE,stock
000785,SZ,居然智家,SZSE,stock
000786,SZ,北新建材,SZSE,stock
000788,SZ,北大医药,SZSE,stock
000789,SZ,万年青,SZSE,stock
000790,SZ,华神科技,SZSE,stock
000791,SZ,甘肃能源,SZSE,stock
000792,SZ,盐湖股份,SZSE,stock
000793,SZ,*ST华闻,SZSE,stock
000795,SZ,英洛华,SZSE,stock
000796,SZ,凯撒旅业,SZSE,stock
000797,SZ,中国武夷,SZSE,stock
000798,SZ,中水渔业,SZSE,stock
000799,SZ,酒鬼酒,SZSE,stock
000800,SZ,一汽解放,SZSE,stock
000801,SZ,四川九洲,SZSE,stock
000802,SZ,北京文化,SZSE,stock
000803,SZ,山高环能,SZSE,stock
000807,SZ,云铝股份,SZSE,stock
000809,SZ,和展能源,SZSE,stock
000810,SZ,创维数字,SZSE,stock
000811,SZ,冰轮环境,SZSE,stock
000812,SZ,陕西金叶,SZSE,stock
000813,SZ,德展健康,SZSE,stock
000815,SZ,美利云,SZSE,stock
000816,SZ,智慧农业,SZSE,stock
000818,SZ,航锦科技,SZSE,stock
000819,SZ,岳阳兴长,SZSE,stock
000820,SZ,*ST节能,SZSE,stock
000821,SZ,ST京机,SZSE,stock
000822,SZ,山东海化,SZSE,stock
000823,SZ,超声电子,SZSE,stock
000825,SZ,太钢不锈,SZSE,stock
000826,SZ,启迪环境,SZSE,stock
000828,SZ,东莞控股,SZSE,stock
000829,SZ,天音控股,SZSE,stock
000830,SZ,鲁西化工,SZSE,stock
000831,SZ,中国稀土,SZSE,stock
000833,SZ,粤桂股份,SZSE,stock
000837,SZ,秦川机床,SZSE,stock
000838,SZ,财信发展,SZSE,stock
000839,SZ,国安股份,SZSE,stock
000848,SZ,承德露露,SZSE,stock
000850,SZ,华茂股份,SZSE,stock
000852,SZ,石化机械,SZSE,stock
000856,SZ,冀东装备,SZSE,stock
000858,SZ,五粮液,SZSE,stock
000859,SZ,国风新材,SZSE,stock
000860,SZ,顺鑫农业,SZSE,stock
000862,SZ,银星能源,SZSE,stock
000863,SZ,三湘印象,SZSE,stock
000868,SZ,安凯客车,SZSE,stock
000869,SZ,张裕Ａ,SZSE,stock
000875,SZ,电投绿能,SZSE,stock
000876,SZ,新希望,SZSE,stock
000877,SZ,天山股份,SZSE,stock
000878,SZ,云南铜业,SZSE,stock
000880,SZ,潍柴重机,SZSE,stock
000881,SZ,中广核技,SZSE,stock
000882,SZ,华联股份,SZSE,stock
000883,SZ,湖北能源,SZSE,stock
000885,SZ,城发环境,SZSE,stock
000886,SZ,海南高速,SZSE,stock
000887,SZ,中鼎股份,SZSE,stock
000888,SZ,峨眉山Ａ,SZSE,stock
000889,SZ,中嘉博创,SZSE,stock
000890,SZ,法尔胜,SZSE,stock
000892,SZ,欢瑞世纪,SZSE,stock
000893,SZ,亚钾国际,SZSE,stock
000895,SZ,双汇发展,SZSE,stock
000897,SZ,津滨发展,SZSE,stock
000898,SZ,鞍钢股份,SZSE,stock
000899,SZ,赣能股份,SZSE,stock
000900,SZ,现代投资,SZSE,stock
000901,SZ,航天科技,SZSE,stock
000902,SZ,新洋丰,SZSE,stock
000903,SZ,ST云动,SZSE,stock
000905,SZ,厦门港务,SZSE,stock
000906,SZ,浙商中拓,SZSE,stock
000908,SZ,ST景峰,SZSE,stock
000909,SZ,ST数源,SZSE,stock
000910,SZ,大亚圣象,SZSE,stock
000911,SZ,广农糖业,SZSE,stock
000912,SZ,泸天化,SZSE,stock
000913,SZ,钱江摩托,SZSE,stock
000915,SZ,华特达因,SZSE,stock
000917,SZ,电广传媒,SZSE,stock
000919,SZ,金陵药业,SZSE,stock
000920,SZ,沃顿科技,SZSE,stock
000921,SZ,海信家电,SZSE,stock
000922,SZ,佳电股份,SZSE,stock
000923,SZ,河钢资源,SZSE,stock
000925,SZ,众合科技,SZSE,stock
000926,SZ,福星股份,SZSE,stock
000927,SZ,中国铁物,SZSE,stock
000928,SZ,中钢国际,SZSE,stock
000929,SZ,*ST兰黄,SZSE,stock
000930,SZ,中粮科技,SZSE,stock
000931,SZ,中关村,SZSE,stock
000932,SZ,华菱钢铁,SZSE,stock
000933,SZ,神火股份,SZSE,stock
000935,SZ,四川双马,SZSE,stock
000936,SZ,华西股份,SZSE,stock
000937,SZ,冀中能源,SZSE,stock
000938,SZ,紫光股份,SZSE,stock
000948,SZ,南天信息,SZSE,stock
000949,SZ,新乡化纤,SZSE,stock
000950,SZ,重药控股,SZSE,stock
000951,SZ,中国重汽,SZSE,stock
000952,SZ,广济药业,SZSE,stock
000953,SZ,河化股份,SZSE,stock
000955,SZ,欣龙控股,SZSE,stock
000957,SZ,中通客车,SZSE,stock
000958,SZ,电投产融,SZSE,stock
000959,SZ,首钢股份,SZSE,stock
000960,SZ,锡业股份,SZSE,stock
000962,SZ,东方钽业,SZSE,stock
000963,SZ,华东医药,SZSE,stock
000965,SZ,天保基建,SZSE,stock
000966,SZ,长源电力,SZSE,stock
000967,SZ,盈峰环境,SZSE,stock
000968,SZ,蓝焰控股,SZSE,stock
000969,SZ,安泰科技,SZSE,stock
000970,SZ,中科三环,SZSE,stock
000972,SZ,*ST中基,SZSE,stock
000973,SZ,佛塑科技,SZSE,stock
000975,SZ,山金国际,SZSE,stock
000977,SZ,浪潮信息,SZSE,stock
000978,SZ,桂林旅游,SZSE,stock
000980,SZ,众泰汽车,SZSE,stock
000981,SZ,山子高科,SZSE,stock
000983,SZ,山西焦煤,SZSE,stock
000985,SZ,大庆华科,SZSE,stock
000987,SZ,越秀资本,SZSE,stock
000988,SZ,华工科技,SZSE,stock
000989,SZ,九芝堂,SZSE,stock
000990,SZ,诚志股份,SZSE,stock
000993,SZ,闽东电力,SZSE,stock
000995,SZ,皇台酒业,SZSE,stock
000997,SZ,新大陆,SZSE,stock
000998,SZ,隆平高科,SZSE,stock
000999,SZ,华润三九,SZSE,stock
001201,SZ,东瑞股份,SZSE,stock
001202,SZ,炬申股份,SZSE,stock
001203,SZ,大中矿业,SZSE,stock
001205,SZ,盛航股份,SZSE,stock
001206,SZ,依依股份,SZSE,stock
001207,SZ,联科科技,SZSE,stock
001208,SZ,华菱线缆,SZSE,stock
001209,SZ,洪兴股份,SZSE,stock
001210,SZ,金房能源,SZSE,stock
001211,SZ,双枪科技,SZSE,stock
001212,SZ,中旗新材,SZSE,stock
001213,SZ,中铁特货,SZSE,stock
001215,SZ,千味央厨,SZSE,stock
001216,SZ,华瓷股份,SZSE,stock
001217,SZ,华尔泰,SZSE,stock
001218,SZ,丽臣实业,SZSE,stock
001219,SZ,青岛食品,SZSE,stock
001220,SZ,世盟股份,SZSE,stock
001221,SZ,悍高集团,SZSE,stock
001222,SZ,源飞宠物,SZSE,stock
