code,region,name,exchange,type
00532,HK,WKK INTL (HOLD),HKEX,stock
00533,HK,GOLDLION HOLD,HKEX,stock
00535,HK,GEMDALE PPT,HKEX,stock
00536,HK,TRADELINK,HKEX,stock
00538,HK,AJISEN (CHINA),HKEX,stock
00540,HK,SPEEDY GLOBAL,HKEX,stock
00542,HK,CN CULTURAL T&A,HKEX,stock
00543,HK,PACIFIC ONLINE,HKEX,stock
00544,HK,DAIDO GROUP,HKEX,stock
00546,HK,FUFENG GROUP,HKEX,stock
00547,HK,DIGITAL DOMAIN,HKEX,stock
00548,HK,SHENZHENEXPRESS,HKEX,stock
00550,HK,ALLEGRO CULTURE,HKEX,stock
00551,HK,YUE YUEN IND,HKEX,stock
00552,HK,CHINACOMSERVICE,HKEX,stock
00553,HK,NANJING PANDA,HKEX,stock
00554,HK,HANS GP HLDGS,HKEX,stock
00556,HK,PAN ASIA ENVIRO,HKEX,stock
00557,HK,TIANYUAN HEALTH,HKEX,stock
00558,HK,LK TECH,HKEX,stock
00559,HK,DETAI NEWENERGY,HKEX,stock
00560,HK,CHU KONG SHIP,HKEX,stock
00563,HK,SH IND URBAN,HKEX,stock
00564,HK,ZCZL,HKEX,stock
00565,HK,ART GROUP HOLD,HKEX,stock
00567,HK,DAISHOMICROLINE,HKEX,stock
00568,HK,SHANDONG MOLONG,HKEX,stock
00570,HK,TRAD CHI MED,HKEX,stock
00571,HK,ESUN HOLDINGS,HKEX,stock
00572,HK,FW HOLDINGS,HKEX,stock
00573,HK,TAO HEUNG HLDGS,HKEX,stock
00574,HK,PASHUN INT'L,HKEX,stock
00575,HK,REGENT PACIFIC,HKEX,stock
00576,HK,ZHEJIANGEXPRESS,HKEX,stock
00579,HK,JNCEC,HKEX,stock
00580,HK,SUN.KING TECH,HKEX,stock
00581,HK,CHINA ORIENTAL,HKEX,stock
00582,HK,SHIN HWA WORLD,HKEX,stock
00583,HK,GWPA HOLDINGS,HKEX,stock
00585,HK,IMAGI INT'L,HKEX,stock
00586,HK,CONCH VENTURE,HKEX,stock
00587,HK,CONCH ENVIRO,HKEX,stock
00588,HK,BEIJING N STAR,HKEX,stock
00590,HK,LUK FOOK HOLD,HKEX,stock
00591,HK,C HIGHPRECISION,HKEX,stock
00595,HK,AV CONCEPT HOLD,HKEX,stock
00596,HK,INSPUR DIGI ENT,HKEX,stock
00598,HK,SINOTRANS,HKEX,stock
00599,HK,E. BON HOLDINGS,HKEX,stock
00600,HK,AXERA,HKEX,stock
00601,HK,REMT,HKEX,stock
00602,HK,JIAHUA STORES H,HKEX,stock
00603,HK,CHINA OIL & GAS,HKEX,stock
00604,HK,SHENZHEN INVEST,HKEX,stock
00605,HK,C FIN SERVICES,HKEX,stock
00606,HK,SCE CM,HKEX,stock
00607,HK,FULLSHARE,HKEX,stock
00608,HK,HIGH FASHION,HKEX,stock
00609,HK,TIANDE CHEMICAL,HKEX,stock
00610,HK,WAI KEE HOLD,HKEX,stock
00611,HK,CNE TECH CORP,HKEX,stock
00613,HK,PLANETREE INT'L,HKEX,stock
00616,HK,ASSET CHAIN,HKEX,stock
00617,HK,PALIBURG HOLD,HKEX,stock
00618,HK,PKU RESOURCES,HKEX,stock
00619,HK,SOUTH CHINA FIN,HKEX,stock
00620,HK,DTXS SILK ROAD,HKEX,stock
00621,HK,TAUNG GOLD,HKEX,stock
00622,HK,OSHIDORI,HKEX,stock
00623,HK,SINOMEDIA,HKEX,stock
00626,HK,PUBLIC FIN HOLD,HKEX,stock
00627,HK,VISION SYNERGY,HKEX,stock
00628,HK,TONGTONG AI SOC,HKEX,stock
00629,HK,YUE DA INTL,HKEX,stock
00630,HK,AMCO UNITED,HKEX,stock
00631,HK,SANY INT'L,HKEX,stock
00632,HK,CHK OIL,HKEX,stock
00635,HK,PLAYMATES,HKEX,stock
00636,HK,KLN,HKEX,stock
00637,HK,LEE KEE,HKEX,stock
00638,HK,FIBOCOM,HKEX,stock
00639,HK,SHOUGANG RES,HKEX,stock
00640,HK,INFINITY DEV,HKEX,stock
00641,HK,CHTC FONG'S INT,HKEX,stock
00643,HK,CARRY WEALTH,HKEX,stock
00645,HK,ARES ASIA,HKEX,stock
00646,HK,CHINA ENV TEC,HKEX,stock
00648,HK,SOFTMEDX,HKEX,stock
00650,HK,PRODUCTIVE TECH,HKEX,stock
00653,HK,BONJOUR HOLD,HKEX,stock
00655,HK,HK CHINESE LTD,HKEX,stock
00656,HK,FOSUN INTL,HKEX,stock
00657,HK,G-VISION INT'L,HKEX,stock
00658,HK,C TRANSMISSION,HKEX,stock
00659,HK,CTF SERVICES,HKEX,stock
00660,HK,WAI CHUN BIOTEC,HKEX,stock
00661,HK,CDAYENONFER,HKEX,stock
